client_id;client_district_id;birth_year;client_age;client_gender
2534;1;1943;79;1
2535;1;1945;77;1
2536;64;1961;61;1
2537;73;1957;65;1
2538;56;1980;42;1
2539;32;1972;50;0
2540;46;1981;41;1
2542;3;1944;77;1
2543;3;1952;70;0
2545;9;1953;69;0
2546;41;1961;61;0
2547;48;1953;69;0
2548;48;1953;69;1
2549;70;1923;99;0
2550;1;1976;46;0
2551;70;1939;83;0
2552;74;1964;58;0
2553;34;1976;46;1
2554;64;1941;81;1
2555;42;1963;59;1
2556;44;1951;71;0
2557;7;1957;65;1
2558;30;1959;63;1
2559;8;1965;57;0
2560;70;1974;48;0
2561;48;1945;77;1
2562;42;1952;70;1
2563;74;1971;51;1
2565;64;1946;76;1
2566;29;1963;59;0
2567;64;1943;79;1
2568;64;1938;84;0
2569;69;1948;74;1
2570;69;1947;75;0
2571;43;1979;43;0
2572;1;1953;69;1
2573;1;1965;57;0
2574;29;1932;90;0
2576;46;1979;43;0
2577;70;1918;104;1
2578;76;1954;68;1
2579;11;1935;87;0
2580;11;1935;87;1
2581;52;1953;69;0
2582;51;1938;84;1
2583;75;1937;85;1
2584;4;1944;77;0
2585;75;1971;51;0
2586;8;1966;56;1
2587;8;1973;49;0
2588;33;1958;64;1
2589;21;1963;59;1
2590;42;1964;58;0
2591;42;1960;62;1
2592;1;1980;42;0
2593;1;1977;45;1
2594;55;1963;59;1
2596;31;1961;61;1
2597;28;1969;53;0
2598;28;1965;57;1
2599;1;1946;76;1
2600;7;1923;99;0
2601;37;1961;61;1
2602;37;1966;56;0
2603;38;1972;50;0
2604;22;1926;96;1
2605;22;1925;97;0
2606;31;1943;79;1
2607;63;1943;79;1
2608;58;1943;79;0
2609;1;1977;45;1
2610;1;1980;42;0
2611;77;1938;84;1
2612;38;1975;47;1
2613;1;1977;45;1
2614;72;1946;76;1
2615;64;1945;77;0
2616;50;1970;52;1
2617;50;1962;60;0
2618;17;1942;80;1
2619;63;1969;53;0
2620;63;1968;54;1
2621;51;1956;66;1
2622;71;1973;49;1
2623;16;1965;57;0
2625;57;1972;50;1
2626;1;1940;82;1
2628;1;1931;91;0
2629;1;1931;91;1
2630;64;1937;85;0
2631;18;1970;52;1
2632;18;1963;59;0
2633;1;1967;55;0
2635;67;1966;55;0
2636;28;1918;104;1
2637;64;1935;87;1
2638;1;1942;80;1
2639;45;1950;72;0
2640;45;1951;71;1
2642;22;1973;49;1
2643;54;1946;76;0
2644;6;1964;58;0
2645;67;1920;102;1
2646;63;1937;85;0
2647;9;1940;82;1
2648;9;1934;88;0
2650;75;1975;47;1
2651;75;1969;53;0
2652;41;1949;73;0
2653;1;1950;72;1
2654;59;1939;83;0
2655;44;1963;59;1
2656;54;1955;67;1
2657;73;1948;74;1
2658;11;1933;89;1
2659;46;1941;81;1
2661;1;1961;61;0
2662;1;1978;44;1
2663;8;1976;46;1
2666;47;1935;87;0
2667;9;1972;50;1
2668;9;1975;47;0
2669;51;1927;95;1
2670;45;1936;86;1
2671;35;1972;50;0
2672;7;1940;82;0
2673;65;1959;63;1
2674;65;1952;70;0
2675;31;1924;98;1
2676;61;1961;61;1
2677;33;1922;100;1
2678;33;1918;104;0
2679;1;1938;84;1
2680;1;1945;77;0
2681;45;1971;51;0
2682;45;1975;47;1
2683;48;1929;93;0
2684;74;1953;69;0
2685;73;1969;53;0
2686;19;1951;71;0
2687;19;1949;73;1
2688;60;1967;55;0
2689;16;1923;99;1
2690;58;1971;50;0
2691;47;1964;58;1
2692;44;1925;97;1
2693;46;1976;46;0
2694;15;1927;95;0
2695;15;1929;93;1
2696;2;1947;75;1
2697;2;1948;74;0
2698;31;1970;52;0
2699;31;1977;45;1
2700;34;1945;77;1
2701;1;1952;70;1
2702;7;1919;103;1
2703;2;1973;49;0
2704;1;1949;73;0
2705;43;1924;98;1
2706;3;1967;55;1
2707;45;1969;53;1
2708;73;1958;64;1
2709;26;1946;76;1
2712;25;1956;66;1
2713;36;1962;60;1
2714;6;1970;52;0
2715;7;1957;65;1
2716;25;1969;53;0
2717;46;1930;92;1
2718;46;1932;89;0
2719;29;1964;58;0
2720;1;1949;73;0
2721;24;1950;72;0
2724;35;1975;47;1
2726;1;1973;49;0
2727;1;1968;54;1
2728;74;1922;100;1
2729;1;1966;56;1
2730;52;1947;75;1
2731;38;1927;95;1
2732;57;1953;69;0
2733;3;1927;95;0
2734;3;1934;88;1
2735;64;1928;94;1
2736;1;1958;64;0
2738;1;1951;71;1
2739;13;1950;72;1
2740;36;1967;55;0
2741;41;1930;92;0
2742;65;1948;74;0
2743;50;1939;83;0
2744;50;1943;79;1
2745;54;1939;83;0
2746;1;1971;51;1
2747;6;1936;86;1
2748;6;1936;86;0
2749;14;1921;101;0
2750;14;1913;109;1
2751;68;1957;65;0
2752;48;1971;51;1
2754;66;1978;44;0
2755;1;1970;52;0
2756;31;1919;103;0
2758;1;1946;76;1
2759;2;1974;48;1
2760;68;1975;46;0
2761;1;1977;45;0
2762;29;1953;69;0
2765;36;1981;41;0
2766;70;1959;63;1
2767;70;1954;68;0
2768;1;1964;58;1
2769;69;1937;85;1
2770;1;1954;68;1
2771;37;1920;102;1
2772;37;1923;99;0
2773;49;1919;103;0
2774;49;1921;101;1
2775;41;1978;44;0
2776;31;1934;88;0
2777;46;1970;52;0
2778;57;1964;58;1
2779;29;1948;74;1
2780;29;1947;75;0
2781;46;1960;62;0
2782;31;1940;82;1
2783;1;1940;82;1
2784;36;1958;64;0
2785;22;1962;60;1
2786;24;1951;71;1
2787;41;1976;46;0
2788;49;1951;71;0
2789;1;1951;70;0
2790;16;1975;47;1
2791;60;1921;101;1
2794;18;1965;57;1
2795;18;1968;54;0
2796;15;1974;48;1
2797;28;1950;72;1
2798;65;1931;91;1
2799;4;1961;61;0
2800;2;1949;73;1
2801;75;1919;103;1
2802;1;1966;56;0
2803;68;1931;91;1
2804;68;1936;86;0
2805;73;1964;58;1
2806;58;1955;67;0
2808;8;1974;48;0
2809;33;1979;43;1
2810;72;1971;51;1
2811;1;1946;76;0
2812;55;1970;52;0
2813;70;1941;81;1
2814;19;1973;49;0
2815;35;1930;92;1
2816;35;1938;84;0
2817;1;1977;45;0
2818;54;1963;59;1
2819;8;1980;42;1
2820;77;1966;55;1
2821;45;1980;42;0
2822;50;1958;64;1
2823;70;1946;75;0
2824;39;1941;81;1
2825;65;1958;64;1
2826;59;1935;87;1
2827;63;1923;99;1
2828;14;1949;73;0
2829;33;1939;82;0
2830;51;1974;48;1
2831;68;1980;42;0
2832;13;1927;95;1
2833;13;1923;99;0
2834;52;1949;73;1
2835;27;1966;56;1
2836;38;1919;103;0
2837;38;1927;95;1
2838;65;1965;57;1
2839;72;1928;94;0
2840;72;1934;88;1
2841;18;1973;49;0
2842;74;1958;64;1
2843;70;1966;56;0
2844;51;1962;60;1
2845;7;1952;70;1
2846;1;1969;53;0
2847;34;1942;80;0
2848;34;1939;83;1
2849;19;1928;94;1
2850;7;1970;52;1
2851;54;1939;83;1
2852;26;1942;80;0
2853;28;1956;66;0
2854;16;1949;73;1
2855;16;1957;65;0
2856;47;1923;99;1
2857;33;1927;95;1
2858;42;1926;96;0
2859;68;1928;94;0
2860;28;1958;64;1
2862;49;1964;58;0
2863;49;1968;54;1
2864;51;1952;70;0
2865;15;1948;74;1
2866;15;1949;73;0
2867;1;1960;62;0
2868;14;1933;89;1
2869;1;1975;47;1
2870;29;1959;63;1
2871;71;1967;55;0
2872;77;1933;89;0
2873;16;1975;47;0
2874;34;1972;50;1
2875;46;1936;86;1
2876;1;1977;45;1
2877;59;1932;90;1
2878;68;1947;75;1
2879;40;1977;45;1
2880;60;1952;69;1
2881;12;1967;55;0
2882;70;1931;91;1
2883;30;1953;69;1
2884;40;1958;64;0
2885;1;1965;57;0
2886;1;1958;64;1
2887;2;1961;61;0
2888;1;1978;44;0
2889;25;1943;79;1
2890;62;1951;71;1
2891;62;1957;65;0
2892;3;1941;81;0
2893;2;1927;95;0
2894;70;1948;74;0
2895;70;1977;45;0
2896;1;1975;47;0
2897;40;1925;97;1
2898;40;1920;102;0
2899;16;1918;104;1
2900;18;1923;99;1
2901;25;1939;83;0
2902;8;1959;63;0
2903;8;1959;63;1
2904;64;1946;76;0
2905;64;1951;71;1
2906;5;1934;88;1
2907;5;1932;90;0
2908;1;1971;51;1
2909;26;1936;86;1
2910;76;1936;86;1
2911;45;1932;90;1
2912;45;1925;97;0
2913;44;1962;59;1
2915;33;1954;68;0
2916;1;1972;50;1
2917;16;1940;82;1
2918;5;1967;55;1
2919;5;1970;52;0
2920;44;1962;60;0
2921;64;1976;45;0
2922;43;1940;82;1
2923;35;1977;45;0
2924;18;1941;81;0
2925;18;1947;75;1
2926;27;1934;88;1
2927;27;1929;92;0
2928;38;1932;90;1
2929;1;1958;64;1
2930;41;1941;81;1
2932;1;1940;82;0
2933;72;1942;80;1
2934;72;1948;74;0
2935;61;1944;78;0
2936;3;1945;77;0
2937;74;1949;73;1
2938;8;1921;101;0
2939;8;1918;104;1
2940;1;1965;57;1
2941;38;1951;71;1
2942;67;1966;56;0
2943;1;1980;42;0
2944;71;1943;79;0
2945;74;1921;101;1
2946;74;1926;96;0
2947;19;1957;65;0
2948;47;1978;44;1
2949;14;1943;79;1
2950;46;1944;78;1
2951;76;1950;72;0
2952;52;1978;44;0
2953;3;1936;86;1
2954;38;1959;63;0
2955;38;1952;70;1
2956;23;1939;83;1
2957;23;1978;44;1
2958;48;1975;47;1
2959;54;1957;65;1
2960;1;1928;93;1
2961;1;1933;88;0
2962;1;1938;84;1
2963;1;1939;83;0
2964;8;1978;44;1
2965;30;1918;104;0
2966;65;1955;67;1
2967;53;1961;61;0
2968;40;1962;60;1
2969;55;1923;99;1
2970;55;1922;100;0
2971;1;1977;45;0
2972;1;1976;46;1
2974;56;1951;71;0
2975;33;1943;79;0
2976;57;1922;100;0
2977;39;1963;59;1
2978;33;1948;74;0
2979;4;1961;60;0
2980;11;1974;48;1
2981;16;1949;73;0
2982;6;1973;49;0
2983;6;1967;55;1
2984;60;1963;59;0
2985;60;1960;62;1
2986;14;1952;70;1
2987;14;1946;76;0
2988;33;1961;61;1
2989;17;1949;73;0
2990;32;1938;84;0
2991;32;1941;81;1
2992;11;1966;56;1
2994;18;1963;59;1
2995;35;1941;81;0
2996;1;1965;57;1
2997;1;1941;81;0
2998;1;1961;61;1
2999;74;1979;43;0
3000;41;1928;94;0
3001;1;1958;64;1
3002;42;1955;67;0
3003;69;1973;49;0
3004;69;1971;51;1
3005;43;1931;91;1
3006;22;1973;49;0
3007;76;1964;58;1
3008;73;1919;103;1
3009;62;1957;65;0
3010;62;1960;62;1
3011;74;1955;67;1
3012;70;1955;67;0
3013;51;1950;72;0
3014;51;1953;69;1
3015;73;1952;70;1
3016;40;1977;45;1
3017;2;1941;81;1
3018;61;1978;44;1
3019;30;1969;53;1
3020;32;1942;80;0
3021;1;1961;61;1
3022;1;1954;68;0
3023;16;1959;63;1
3024;60;1929;93;1
3025;60;1932;89;0
3026;22;1947;75;1
3027;62;1959;63;1
3028;34;1932;90;0
3029;43;1970;52;1
3030;68;1976;46;0
3031;40;1965;57;0
3032;40;1959;63;1
3035;27;1964;58;1
3036;16;1941;81;0
3037;64;1942;80;1
3038;6;1946;76;0
3039;55;1969;53;0
3041;4;1927;95;0
3042;18;1968;54;0
3043;63;1951;71;0
3044;36;1945;77;1
3045;10;1950;72;0
3046;1;1925;97;0
3047;45;1975;47;1
3048;16;1923;99;0
3049;6;1967;55;1
3050;6;1967;55;0
3051;65;1928;94;1
3054;74;1958;64;1
3055;51;1931;91;1
3056;38;1959;63;0
3057;38;1962;60;1
3058;49;1943;79;0
3059;61;1977;45;1
3060;61;1960;62;1
3061;61;1965;57;0
3062;41;1930;92;0
3063;27;1971;51;1
3064;42;1930;92;1
3065;24;1921;101;0
3066;54;1982;40;0
3067;57;1952;70;0
3068;57;1954;68;1
3069;21;1943;79;1
3070;46;1920;102;1
3071;38;1967;55;0
3072;1;1936;86;1
3073;1;1937;85;0
3074;1;1958;64;1
3075;74;1941;81;1
3076;57;1962;60;0
3077;50;1934;88;0
3078;50;1932;90;1
3079;67;1943;79;1
3080;5;1951;71;0
3081;5;1945;77;1
3082;52;1979;43;0
3083;41;1971;51;1
3084;23;1951;71;0
3085;62;1946;76;0
3086;62;1948;74;1
3087;46;1959;63;0
3088;40;1950;72;1
3089;46;1974;48;1
3090;32;1968;54;1
3091;15;1966;56;0
3092;59;1967;55;0
3093;35;1966;56;1
3094;48;1950;72;1
3095;36;1953;69;1
3096;74;1982;40;1
3097;48;1948;74;1
3098;17;1938;84;1
3099;17;1965;57;1
3100;2;1931;91;1
3101;1;1941;81;1
3102;61;1979;43;0
3103;64;1973;49;0
3104;4;1982;40;0
3105;68;1947;75;1
3106;72;1928;94;0
3107;30;1960;62;1
3108;30;1962;60;0
3109;7;1932;90;0
3110;54;1931;91;1
3111;54;1924;98;0
3112;24;1939;83;1
3113;60;1971;51;0
3114;60;1971;51;1
3115;72;1961;61;1
3116;28;1951;71;1
3117;62;1941;81;0
3118;62;1940;82;1
3119;50;1936;86;0
3120;75;1964;58;1
3121;57;1956;66;0
3122;57;1959;63;1
3123;1;1979;43;1
3124;5;1958;64;0
3125;10;1922;100;0
3126;47;1938;84;1
3127;1;1920;102;0
3128;69;1944;78;0
3129;5;1946;76;0
3130;19;1955;67;0
3131;1;1935;87;0
3132;1;1975;47;0
3133;31;1973;49;0
3134;1;1938;84;1
3135;48;1969;53;1
3136;1;1963;58;1
3137;70;1947;75;1
3138;70;1943;79;0
3139;46;1956;66;0
3140;46;1959;63;1
3141;9;1925;97;0
3142;68;1919;103;1
3143;21;1944;78;0
3144;1;1919;103;1
3145;1;1921;101;0
3146;1;1948;74;1
3147;19;1964;58;0
3148;3;1942;80;1
3149;3;1935;87;0
3150;54;1932;90;0
3151;1;1951;71;0
3152;1;1936;86;1
3153;26;1924;98;1
3154;26;1926;96;0
3155;44;1973;49;0
3156;68;1954;68;0
3157;1;1942;80;0
3158;1;1940;82;0
3159;24;1930;92;1
3160;20;1951;71;1
3161;66;1980;42;1
3162;55;1960;62;1
3163;1;1964;58;0
3164;1;1962;60;1
3165;3;1976;46;0
3166;31;1955;67;1
3167;48;1943;79;0
3170;76;1921;101;1
3171;76;1924;98;0
3172;64;1951;70;1
3173;66;1946;76;0
3174;66;1952;70;1
3175;64;1950;72;0
3176;1;1937;85;1
3177;24;1938;84;1
3178;25;1969;53;0
3179;45;1948;74;0
3180;45;1944;78;1
3181;27;1943;79;1
3182;18;1925;97;0
3183;70;1980;42;1
3184;5;1959;63;0
3185;17;1972;50;0
3186;1;1955;67;0
3187;7;1952;70;1
3188;68;1976;46;0
3190;1;1920;102;0
3191;56;1975;47;0
3192;6;1939;83;1
3193;28;1950;72;0
3194;51;1975;47;0
3195;2;1971;51;0
3196;72;1978;44;0
3197;1;1958;64;1
3198;1;1953;69;0
3199;1;1957;64;0
3200;1;1954;68;1
3201;66;1953;69;0
3202;56;1922;100;1
3203;1;1959;63;0
3204;1;1956;66;1
3205;1;1921;101;0
3206;1;1921;101;1
3207;55;1925;97;0
3208;27;1947;75;1
3209;27;1939;83;0
3210;14;1963;59;1
3211;17;1967;55;0
3213;1;1941;81;1
3214;71;1922;100;1
3215;64;1936;86;0
3216;58;1959;63;1
3217;61;1977;45;1
3218;49;1965;56;1
3219;49;1959;63;0
3220;23;1957;65;1
3221;23;1953;69;0
3222;21;1977;45;1
3225;13;1957;65;1
3226;1;1951;71;1
3227;59;1950;72;0
3228;34;1957;65;1
3229;50;1979;43;1
3230;1;1982;40;0
3231;21;1961;61;1
3232;5;1976;46;1
3233;1;1980;42;1
3234;67;1919;103;0
3235;46;1950;72;0
3236;28;1960;62;0
3239;7;1981;41;0
3240;67;1937;85;0
3241;26;1934;88;1
3242;26;1937;85;0
3243;71;1920;102;0
3244;72;1933;89;1
3245;70;1952;70;1
3246;66;1931;91;1
3247;69;1958;64;0
3248;28;1929;93;0
3249;17;1959;63;1
3250;17;1962;60;0
3251;52;1962;59;0
3252;52;1961;61;1
3253;70;1946;76;1
3254;1;1930;92;1
3255;8;1970;52;0
3256;49;1976;46;1
3257;73;1978;44;0
3258;74;1960;62;0
3259;71;1950;72;1
3260;74;1942;80;0
3261;74;1950;72;1
3262;61;1941;81;0
3264;63;1950;72;0
3265;47;1963;59;0
3266;47;1960;62;1
3267;61;1951;71;1
3268;1;1956;66;0
3269;2;1974;48;1
3270;12;1940;82;1
3271;58;1942;80;0
3272;9;1920;102;0
3273;9;1918;104;1
3274;26;1929;93;1
3275;26;1924;98;0
3276;52;1980;42;1
3277;42;1966;56;1
3278;42;1962;60;0
3279;66;1954;68;0
3280;66;1958;64;1
3281;74;1950;71;1
3282;29;1981;41;1
3283;10;1933;89;1
3284;2;1936;86;1
3285;2;1943;79;0
3286;74;1972;50;0
3287;74;1978;44;1
3288;69;1926;96;1
3289;75;1977;45;0
3290;11;1969;53;0
3291;52;1947;75;1
3292;18;1940;82;1
3293;1;1953;69;0
3294;52;1957;65;1
3295;40;1966;56;0
3296;23;1969;53;1
3297;1;1968;54;1
3298;5;1942;80;0
3299;76;1961;61;0
3300;53;1950;72;1
3302;52;1964;58;0
3303;52;1965;57;1
3304;69;1939;83;1
3305;41;1971;51;0
3306;27;1948;74;1
3307;14;1979;43;0
3308;15;1948;74;1
3309;15;1942;80;0
3310;23;1954;68;1
3311;51;1954;68;1
3312;70;1971;51;0
3313;60;1946;76;0
3314;24;1931;91;0
3315;24;1934;88;1
3316;1;1947;74;0
3317;1;1950;72;1
3319;1;1979;43;0
3320;1;1972;50;1
3321;13;1969;53;0
3322;31;1948;74;1
3323;74;1981;41;0
3324;26;1971;51;0
3325;26;1963;59;1
3326;57;1952;69;0
3327;20;1937;85;0
3328;24;1966;56;1
3329;54;1961;61;1
3330;54;1955;67;0
3331;70;1970;52;0
3332;46;1969;53;0
3333;10;1949;73;0
3334;1;1967;55;1
3335;11;1967;55;1
3336;64;1951;71;0
3337;53;1952;70;1
3338;69;1942;80;0
3339;31;1976;46;0
3340;54;1976;46;1
3341;54;1968;53;0
3342;73;1973;49;1
3344;42;1961;61;1
3345;37;1941;81;0
3346;37;1941;81;1
3347;11;1936;86;1
3348;38;1978;44;0
3349;42;1963;58;1
3350;30;1950;72;1
3351;30;1942;80;0
3352;23;1919;103;1
3353;23;1919;103;0
3354;62;1943;79;0
3355;38;1953;69;1
3356;73;1974;48;1
3357;63;1954;68;0
3358;16;1975;47;1
3359;1;1945;77;1
3360;43;1976;46;0
3361;40;1930;92;0
3365;1;1966;56;0
3366;54;1959;63;0
3367;54;1952;70;1
3368;14;1952;70;0
3369;1;1952;70;1
3370;25;1919;103;1
3371;25;1919;103;0
3372;1;1970;52;1
3373;5;1952;70;1
3374;5;1960;62;0
3375;74;1954;68;1
3376;11;1945;77;0
3377;11;1938;84;1
3378;5;1957;65;1
3379;5;1949;73;0
3380;74;1978;44;0
3381;70;1965;57;0
3382;54;1954;68;1
3383;54;1956;66;0
3384;41;1942;80;0
3385;11;1924;98;0
3386;49;1940;82;0
3387;58;1943;79;1
3388;53;1965;57;0
3389;39;1967;55;0
3390;53;1972;50;0
3391;42;1971;51;1
3392;1;1975;47;0
3393;73;1954;68;0
3394;66;1980;42;0
3395;4;1962;59;1
3396;18;1977;45;0
3397;24;1974;48;0
3398;24;1969;53;1
3399;72;1932;90;1
3402;74;1952;70;0
3403;74;1957;65;1
3404;56;1940;82;0
3405;40;1949;72;1
3406;40;1947;75;0
3407;35;1973;49;0
3408;35;1973;48;1
3409;36;1919;103;1
3410;54;1965;57;1
3412;57;1975;47;1
3413;57;1969;53;0
3414;11;1947;75;0
3415;54;1973;49;0
3416;35;1978;44;1
3417;35;1985;37;0
3418;70;1963;59;0
3420;66;1979;43;1
3421;20;1947;75;1
3422;1;1951;71;0
3423;12;1971;51;0
3424;64;1918;104;1
3425;70;1970;52;1
3426;73;1978;44;1
3427;42;1980;42;1
3428;42;1987;35;0
3429;46;1941;81;1
3430;3;1951;71;1
3431;70;1979;43;0
3432;15;1973;49;1
3433;71;1962;60;1
3434;71;1956;66;0
3435;4;1945;77;0
3436;30;1958;64;1
3437;30;1959;63;0
3438;43;1942;80;1
3439;62;1967;55;1
3440;1;1938;84;0
3441;75;1958;64;1
3443;1;1934;88;0
3444;57;1977;45;1
3445;17;1979;43;0
3446;70;1957;65;1
3447;54;1949;73;0
3448;1;1954;67;1
3449;27;1928;94;1
3450;25;1976;46;1
3451;19;1974;48;1
3452;19;1975;47;0
3453;56;1950;72;1
3454;11;1949;73;0
3455;11;1957;65;1
3456;54;1945;77;0
3457;75;1923;99;0
3458;33;1953;69;1
3459;14;1964;58;0
3460;14;1965;57;1
3461;54;1958;64;1
3462;54;1965;57;0
3463;1;1979;43;0
3464;43;1953;69;1
3465;30;1942;80;1
3466;1;1936;86;0
3467;1;1939;83;1
3468;68;1933;88;0
3469;1;1975;47;0
3470;52;1937;85;0
3471;1;1952;70;0
3472;70;1946;76;0
3473;70;1948;74;1
3474;32;1954;68;0
3475;19;1957;65;1
3476;60;1968;54;0
3477;37;1965;57;1
3478;1;1926;96;1
3479;1;1933;89;0
3480;15;1951;71;0
3481;15;1957;65;1
3482;71;1941;81;0
3483;70;1940;82;1
3484;44;1972;50;1
3485;77;1922;100;1
3486;77;1962;60;1
3487;1;1959;63;1
3488;1;1955;67;1
3489;76;1966;56;1
3490;19;1920;102;1
3491;19;1922;100;0
3492;8;1970;51;0
3493;69;1965;57;0
3494;42;1969;53;1
3495;64;1941;81;0
3496;64;1949;73;1
3497;39;1970;52;0
3498;77;1938;84;1
3499;19;1969;53;1
3500;29;1960;62;1
3501;51;1964;58;1
3502;54;1952;70;1
3503;54;1953;69;0
3504;40;1952;70;1
3505;20;1977;45;1
3506;1;1961;61;0
3507;32;1946;76;0
3508;38;1970;52;1
3509;38;1965;57;0
3510;13;1939;83;1
3511;74;1963;59;1
3512;49;1946;76;1
3513;70;1922;100;1
3514;70;1918;104;0
3515;61;1975;47;0
3516;58;1971;51;0
3517;68;1953;69;0
3518;33;1955;67;0
3519;74;1949;72;1
3520;8;1928;94;0
3521;4;1964;58;1
3522;57;1963;59;1
3523;6;1964;58;1
3524;68;1945;77;0
3525;15;1974;48;1
3526;15;1977;45;0
3527;77;1978;44;1
3528;73;1970;52;0
3529;54;1973;49;1
3530;16;1971;51;0
3531;43;1920;102;1
3532;56;1935;87;1
3533;1;1963;59;0
3534;50;1971;51;0
3535;37;1973;49;1
3536;55;1922;100;1
3537;51;1946;76;1
3538;1;1944;78;0
3539;36;1920;102;1
3540;51;1936;86;1
3541;51;1934;88;0
3542;10;1939;83;1
3543;10;1941;81;0
3544;1;1961;61;0
3545;68;1966;56;1
3546;3;1971;51;1
3547;1;1924;98;0
3548;1;1975;47;1
3549;5;1937;85;0
3550;54;1969;53;0
3552;44;1940;82;1
3554;22;1965;56;0
3555;22;1968;54;1
3556;6;1927;95;1
3557;6;1928;94;0
3558;54;1928;94;0
3559;57;1939;83;0
3560;57;1944;78;1
3562;1;1931;91;1
3563;1;1926;96;0
3564;62;1948;74;1
3565;44;1962;60;1
3566;65;1932;90;0
3567;1;1948;74;1
3568;1;1941;81;1
3569;67;1933;89;1
3570;15;1945;77;0
3571;25;1970;52;1
3572;48;1928;94;0
3573;8;1972;50;0
3574;19;1946;76;0
3575;9;1937;85;0
3576;1;1939;83;0
3577;31;1942;80;0
3578;72;1927;95;1
3579;72;1930;92;0
3580;6;1929;93;0
3581;33;1967;54;1
3582;38;1955;67;1
3583;15;1942;80;0
3584;15;1941;81;1
3585;29;1968;54;0
3586;60;1943;79;1
3587;60;1939;83;0
3588;76;1953;69;0
3589;73;1961;61;0
3590;23;1976;46;0
3591;74;1930;92;1
3592;74;1925;97;0
3594;13;1961;61;0
3595;28;1965;57;1
3596;74;1975;47;1
3597;10;1933;89;0
3598;66;1923;99;1
3599;66;1931;91;0
3600;46;1943;79;0
3601;19;1938;84;1
3602;19;1940;82;0
3603;42;1954;68;1
3605;71;1934;88;1
3606;63;1958;64;1
3607;18;1946;76;0
3608;66;1947;75;1
3609;66;1955;67;0
3610;36;1919;103;1
3611;30;1972;50;0
3612;19;1962;60;0
3613;19;1969;53;1
3614;43;1971;51;0
3615;1;1974;48;1
3616;77;1964;58;0
3617;51;1954;68;0
3618;54;1953;69;1
3619;40;1955;67;1
3620;21;1937;85;1
3621;66;1939;83;1
3622;66;1938;84;0
3623;28;1965;57;0
3624;1;1982;40;0
3627;18;1981;41;0
3628;11;1927;95;0
3629;42;1947;75;1
3630;64;1923;99;0
3631;64;1921;101;1
3632;15;1943;79;0
3633;72;1933;89;1
3634;1;1923;99;1
3635;1;1921;101;0
3636;46;1978;44;1
3637;64;1959;63;1
3638;49;1943;79;0
3639;73;1928;94;1
3640;75;1978;44;1
3641;75;1979;43;0
3642;19;1961;61;1
3643;26;1980;42;1
3644;75;1951;71;1
3645;34;1975;47;1
3646;33;1943;79;0
3647;33;1948;74;1
3648;3;1980;42;1
3649;10;1959;63;0
3650;64;1918;104;1
3651;35;1918;104;1
3652;1;1920;102;1
3653;1;1917;105;0
3654;25;1924;98;0
3655;59;1968;54;1
3656;62;1925;97;0
3657;62;1921;101;1
3658;58;1924;98;1
3659;42;1930;92;0
3660;65;1974;48;1
3661;51;1932;90;1
3662;27;1931;91;1
3663;69;1947;75;0
3664;69;1951;71;1
3667;70;1971;51;1
3668;70;1972;49;0
3669;10;1962;60;1
3670;44;1980;42;0
3671;10;1943;79;1
3672;10;1948;74;0
3673;1;1951;71;0
3674;17;1980;42;0
3675;70;1952;70;1
3676;10;1965;57;0
3677;10;1960;62;1
3678;1;1934;88;0
3679;72;1931;91;1
3680;72;1923;99;0
3681;1;1921;101;1
3682;1;1924;98;0
3683;74;1977;45;0
3684;16;1961;60;0
3685;74;1974;48;1
3686;61;1962;60;0
3687;49;1972;50;1
3688;49;1975;47;0
3689;9;1979;43;0
3690;44;1960;62;1
3691;18;1965;57;1
3693;15;1922;100;1
3694;15;1920;102;0
3695;55;1934;88;1
3696;55;1939;83;0
3697;9;1954;68;0
3698;44;1971;51;1
3699;1;1968;54;1
3700;1;1976;46;0
3701;73;1954;68;0
3702;76;1952;70;1
3703;17;1931;91;1
3704;69;1962;60;1
3705;1;1965;57;0
3707;74;1941;81;1
3708;46;1958;64;0
3709;46;1955;67;1
3710;59;1928;94;1
3711;25;1968;54;1
3712;56;1969;53;0
3713;41;1944;78;0
3714;8;1953;69;0
3716;74;1953;69;1
3717;71;1925;97;1
3718;71;1929;93;0
3719;54;1930;92;1
3720;54;1936;86;0
3721;64;1954;67;0
3722;1;1956;66;0
3723;18;1968;54;1
3724;57;1925;97;0
3727;33;1970;52;1
3728;66;1936;86;1
3729;66;1941;81;0
3730;59;1945;77;0
3732;66;1946;76;1
3733;1;1946;76;0
3734;15;1943;79;1
3735;18;1938;84;1
3736;18;1932;90;0
3737;12;1948;74;1
3738;1;1978;44;0
3739;3;1956;66;0
3740;46;1929;93;1
3741;16;1936;86;1
3742;56;1961;61;0
3743;56;1958;64;1
3745;2;1971;51;0
3746;66;1975;47;1
3747;1;1964;58;1
3748;59;1930;92;0
3749;65;1943;79;0
3750;1;1938;84;1
3751;33;1966;56;1
3752;33;1961;61;0
3753;1;1959;63;0
3754;1;1947;75;0
3755;37;1951;71;0
3756;12;1971;51;0
3757;5;1922;100;1
3758;53;1963;59;0
3759;53;1961;61;1
3760;18;1955;67;1
3761;48;1975;47;1
3762;60;1959;63;0
3763;38;1977;45;0
3764;38;1978;44;1
3765;45;1956;66;0
3766;1;1980;42;0
3767;14;1936;86;1
3768;14;1944;78;0
3769;54;1957;65;1
